sample_group_id,sample_id,direction,direction_display,condition,condition_display,expected_accent,audio,audio_url,duration_sec,sample_rate_hz,channels,sha256,source_id,utterance_id
spn2ame_S07,S07,spn2ame,Spanish to American,original,Original,spanish,audio/spn2ame/S07__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S07__original.wav,8.896,16000,1,0fcae2342a19c2e2e034b0ef5199c2f52dc803512d488da620a0b77da9b9fcce,SPE026,EN_5JMgvROwUW8_W000121
spn2ame_S07,S07,spn2ame,Spanish to American,phonos,PHONOS,american,audio/spn2ame/S07__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S07__phonos.wav,8.9,16000,1,1d768bb5d8b6217e868c8de1e8adbba772de81f04a457d77fdfa0580e9b427f9,SPE026,EN_5JMgvROwUW8_W000121
spn2ame_S07,S07,spn2ame,Spanish to American,seedvc,SeedVC,american,audio/spn2ame/S07__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S07__seedvc.wav,9.729160997732427,22050,1,750ab12fe0ce8678349757059fb6a568a0705554114fa64fc273c871eb269802,SPE026,EN_5JMgvROwUW8_W000121
spn2ame_S07,S07,spn2ame,Spanish to American,tvtsyn_reconstruction,TVTSyn Reconstruction,spanish,audio/spn2ame/S07__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S07__tvtsyn_reconstruction.wav,8.9,16000,1,b8ae4fe859d7d2c97a057f4300bb7aedae154484c5314c4dccbea04282483395,SPE026,EN_5JMgvROwUW8_W000121
spn2ame_S08,S08,spn2ame,Spanish to American,original,Original,spanish,audio/spn2ame/S08__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S08__original.wav,6.716,16000,1,dc206d95515c08dc5fa16e8bae20afdfe380078bbf434ff52822de144d93affe,SPE058,EN_8oMYmbRdCog_W000005
spn2ame_S08,S08,spn2ame,Spanish to American,phonos,PHONOS,american,audio/spn2ame/S08__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S08__phonos.wav,6.72,16000,1,5bb09c17762836e49ca94b14885fc1b7803cc8810ef0e635b636ab01dccb8648,SPE058,EN_8oMYmbRdCog_W000005
spn2ame_S08,S08,spn2ame,Spanish to American,seedvc,SeedVC,american,audio/spn2ame/S08__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S08__seedvc.wav,7.082086167800454,22050,1,81dab1ebe17f78a2374008be939d170ef43a3733141a28766a918b16020cbdfb,SPE058,EN_8oMYmbRdCog_W000005
spn2ame_S08,S08,spn2ame,Spanish to American,tvtsyn_reconstruction,TVTSyn Reconstruction,spanish,audio/spn2ame/S08__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S08__tvtsyn_reconstruction.wav,6.72,16000,1,dbc3e9741ca1fa9989bae4c17c4b1e9a84e9686bbcce8d3051c815a940b79b7e,SPE058,EN_8oMYmbRdCog_W000005
spn2ame_S09,S09,spn2ame,Spanish to American,original,Original,spanish,audio/spn2ame/S09__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S09__original.wav,5.739,16000,1,87ccdd3ce53ef1f8b2a676a0506563e3792a036c4b27c14eede57414c160c599,SPE056,EN_xHHTlxYqRs4_W000012
spn2ame_S09,S09,spn2ame,Spanish to American,phonos,PHONOS,american,audio/spn2ame/S09__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S09__phonos.wav,5.74,16000,1,6d4d2bd96197f2d3528f850d4ba9e6f3e86066f1f344822790cfcf11acb00088,SPE056,EN_xHHTlxYqRs4_W000012
spn2ame_S09,S09,spn2ame,Spanish to American,seedvc,SeedVC,american,audio/spn2ame/S09__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S09__seedvc.wav,6.431927437641724,22050,1,f6820b9e4446672565ebe464a8ce5a7e350812eb729838bee8b99d55b61b5310,SPE056,EN_xHHTlxYqRs4_W000012
spn2ame_S09,S09,spn2ame,Spanish to American,tvtsyn_reconstruction,TVTSyn Reconstruction,spanish,audio/spn2ame/S09__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S09__tvtsyn_reconstruction.wav,5.74,16000,1,0ed45976f8c5e084ca6598385d56fba854d20c062a23eebaea41413e0d0c6c7b,SPE056,EN_xHHTlxYqRs4_W000012
spn2ame_S10,S10,spn2ame,Spanish to American,original,Original,spanish,audio/spn2ame/S10__original.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S10__original.wav,7.437,16000,1,60f43e71d541c3c17f3ea576ceab503d76dce7f83d48a1ea826d5887b387a932,SPE055,EN_QtFiwXxCSjy_W000011
spn2ame_S10,S10,spn2ame,Spanish to American,phonos,PHONOS,american,audio/spn2ame/S10__phonos.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S10__phonos.wav,7.44,16000,1,07eac834a4949d0e6c8d76aa18a345586af0b117f9f90b536ab65c99ee37d9af,SPE055,EN_QtFiwXxCSjy_W000011
spn2ame_S10,S10,spn2ame,Spanish to American,seedvc,SeedVC,american,audio/spn2ame/S10__seedvc.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S10__seedvc.wav,7.883174603174603,22050,1,3f9264676827029f787ec34ed0be9a7cdcc8d252bb48ed050d19dcb981664956,SPE055,EN_QtFiwXxCSjy_W000011
spn2ame_S10,S10,spn2ame,Spanish to American,tvtsyn_reconstruction,TVTSyn Reconstruction,spanish,audio/spn2ame/S10__tvtsyn_reconstruction.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent_new/audio/spn2ame/S10__tvtsyn_reconstruction.wav,7.44,16000,1,149613e2530da8b47b123e3946aa21b620743150843cf88b3b8427e5ebb56c38,SPE055,EN_QtFiwXxCSjy_W000011
